dt(cam)	frame	LO	AO
0.0000	0000	-0.0071	0.0000
0.0010	0001	-0.0029	0.0000
0.0037	0002	-0.0064	0.0000
0.0052	0003	-0.0064	0.0000
0.0088	0004	-0.0064	0.0000
0.0098	0005	-0.0064	0.0000
0.0117	0006	-0.0064	0.0000
0.0165	0007	-0.0064	0.0000
0.0349	0008	-0.0064	0.0000
0.0381	0009	-0.0064	0.0000
0.0396	0010	-0.0064	0.0000
0.0405	0011	-0.0064	0.0000
0.0829	0012	-0.0064	0.0000
0.0832	0013	-0.0064	0.0000
0.0836	0014	-0.0064	0.0000
0.0846	0015	-0.0064	0.0000
0.0848	0016	-0.0064	0.0000
0.0851	0017	-0.0064	0.0000
0.0852	0018	-0.0064	0.0000
0.0856	0019	-0.0064	0.0000
0.0863	0020	-0.0064	0.0000
0.0873	0021	-0.0064	0.0000
0.0953	0022	-0.0064	0.0000
0.0969	0023	-0.0064	0.8962
0.1097	0024	-0.0064	0.2524
0.1304	0025	-0.0064	-1.3389
0.1338	0026	-0.0064	0.8962
0.1360	0027	-0.0064	0.8962
0.1373	0028	-0.0064	0.8962
0.1379	0029	-0.0064	0.8962
0.1385	0030	-0.0064	0.8962
0.1390	0031	-0.0064	0.8962
0.1396	0032	-0.0064	0.8962
0.1401	0033	-0.0064	0.8962
0.1412	0034	-0.0064	0.8962
0.1473	0035	-0.0064	0.8962
0.1510	0036	-0.0064	0.8962
0.1580	0037	-0.0064	0.8962
0.1601	0038	-0.0064	0.8962
0.1610	0039	-0.0064	0.8962
0.1654	0040	-0.0064	0.8962
0.1759	0041	-0.0064	0.8962
0.1762	0042	-0.0064	0.8962
0.1778	0043	-0.0064	0.8962
0.1807	0044	-0.0064	0.8962
0.1829	0045	-0.0064	0.8962
0.1836	0046	-0.0064	0.8962
0.2448	0047	-0.0064	0.8962
0.4124	0048	-0.0076	-2.0152
0.5847	0049	-0.0076	-2.0152
0.7531	0050	-0.0076	-2.0152
0.9087	0051	-0.0076	-2.0152
1.0790	0052	-0.0076	-2.0152
1.2326	0053	-0.0073	-2.3598
1.4122	0054	-0.0073	-2.3598
1.5992	0055	-0.0073	-2.3598
1.7329	0056	-0.0073	-2.3598
1.9246	0057	-0.0073	-2.3598
2.1020	0058	-0.0111	-0.0254
2.2540	0059	-0.0111	-0.0254
2.4264	0060	-0.0111	-0.0254
2.5807	0061	-0.0111	-0.0254
2.7314	0062	-0.0111	-0.0254
2.8928	0063	-0.0111	-0.0254
3.0994	0064	-0.0044	0.0064
3.2238	0065	-0.0044	0.0064
3.4355	0066	-0.0044	0.0064
3.5559	0067	-0.0044	0.0064
3.7294	0068	-0.0044	0.0064
3.8908	0069	-0.0044	0.0064
4.0951	0070	-0.0089	-0.0052
4.2234	0071	-0.0089	-0.0052
4.4325	0072	-0.0089	-0.0052
4.5585	0073	-0.0089	-0.0027
4.7224	0074	-0.0089	-0.0027
4.8924	0075	-0.0089	-0.0027
5.0634	0076	0.0037	0.0134
5.2334	0077	0.0037	0.0134
5.4240	0078	0.0037	0.0131
5.5601	0079	0.0037	0.0131
5.7262	0080	0.0037	0.0131
5.9270	0081	0.0037	0.0131
6.0720	0082	-0.0233	0.0315
6.2518	0083	-0.0233	0.0407
6.3904	0084	-0.0233	0.0407
6.5565	0085	-0.0233	0.0407
6.7397	0086	-0.0233	0.0407
6.8911	0087	-0.0233	0.0407
7.0841	0088	-0.0233	0.0407
7.2243	0089	0.0218	0.0219
7.3903	0090	0.0218	0.0219
7.5587	0091	0.0218	0.0219
7.7232	0092	0.0218	0.0219
7.8883	0093	0.0218	0.0219
8.0581	0094	-0.0183	0.0253
8.2242	0095	-0.0183	0.0318
8.3893	0096	-0.0183	0.0318
8.5549	0097	-0.0183	0.0318
8.7217	0098	-0.0183	0.0318
8.9073	0099	-0.0183	0.0318
9.0577	0100	-0.0181	0.0300
9.2230	0101	-0.0181	0.0262
9.3900	0102	-0.0181	0.0262
9.5552	0103	-0.0181	0.0262
9.7246	0104	-0.0181	0.0262
9.8898	0105	-0.0181	0.0262
10.0612	0106	-0.0181	0.0262
10.2295	0107	-0.0133	0.0107
10.4058	0108	-0.0133	0.0107
10.5562	0109	-0.0133	0.0107
10.7258	0110	-0.0133	0.0107
10.9211	0111	-0.0133	0.0107
11.0733	0112	-0.0133	0.0107
11.2232	0113	-0.0008	0.0142
11.3937	0114	-0.0008	0.0203
11.5561	0115	-0.0008	0.0203
11.7264	0116	-0.0008	0.0203
11.8931	0117	-0.0008	0.0203
12.0768	0118	0.0089	0.0223
12.2524	0119	0.0089	0.0215
12.3890	0120	0.0089	0.0215
12.5561	0121	0.0089	0.0215
12.7354	0122	0.0089	0.0215
12.8892	0123	0.0089	0.0215
13.0630	0124	-0.0013	0.0107
13.2219	0125	-0.0013	0.0131
13.3881	0126	-0.0013	0.0131
13.5767	0127	-0.0013	0.0131
13.7207	0128	-0.0013	0.0131
13.8894	0129	-0.0013	0.0131
14.0572	0130	0.0039	0.0137
14.2421	0131	0.0039	0.0137
14.4016	0132	0.0039	0.0143
14.5715	0133	0.0039	0.0143
14.6609	0134	0.0039	0.0143
14.8601	0135	0.0039	0.0143
14.9839	0136	0.0039	0.0143
15.1416	0137	0.0217	0.0222
15.3219	0138	0.0217	0.0172
15.4716	0139	0.0217	0.0172
15.6385	0140	0.0217	0.0172
15.8045	0141	0.0217	0.0172
15.9677	0142	0.0217	0.0172
16.1353	0143	-0.0236	0.0196
16.2999	0144	-0.0236	0.0196
16.4639	0145	-0.0236	0.0196
16.6367	0146	-0.0236	0.0196
16.8339	0147	-0.0236	0.0196
16.9586	0148	-0.0236	0.0196
17.1247	0149	-0.0104	0.0361
17.2930	0150	-0.0104	0.0361
17.4745	0151	-0.0104	0.0361
17.6242	0152	-0.0104	0.0361
17.8267	0153	-0.0104	0.0361
17.9542	0154	-0.0104	0.0361
18.1171	0155	-0.0120	0.0302
18.2934	0156	-0.0120	0.0302
18.4617	0157	-0.0120	0.0302
18.6169	0158	-0.0120	0.0302
18.7850	0159	-0.0120	0.0302
18.9454	0160	-0.0120	0.0302
19.1103	0161	-0.0050	0.0283
19.2804	0162	-0.0050	0.0208
19.4712	0163	-0.0050	0.0208
19.6517	0164	-0.0050	0.0208
19.7723	0165	-0.0050	0.0208
19.9656	0166	-0.0050	0.0208
20.1067	0167	0.0005	0.0201
20.2742	0168	0.0005	0.0185
20.4589	0169	0.0005	0.0185
20.6477	0170	0.0005	0.0185
20.7678	0171	0.0005	0.0185
20.9509	0172	0.0005	0.0185
21.0983	0173	0.0030	0.0162
21.2702	0174	0.0030	0.0101
21.4322	0175	0.0030	0.0101
21.5937	0176	0.0030	0.0101
21.7617	0177	0.0030	0.0101
21.9298	0178	0.0030	0.0101
22.0905	0179	0.0107	0.0128
22.3024	0180	0.0107	0.0171
22.4223	0181	0.0107	0.0171
22.6428	0182	0.0107	0.0171
22.7526	0183	0.0107	0.0171
22.9204	0184	0.0107	0.0171
23.1328	0185	0.0107	0.0171
23.2526	0186	0.0107	0.0158
23.4291	0187	0.0234	0.0216
23.5831	0188	0.0234	0.0216
23.7480	0189	0.0234	0.0216
23.9113	0190	0.0234	0.0216
24.0784	0191	-0.0104	0.0434
24.2489	0192	-0.0104	0.0457
24.4514	0193	-0.0104	0.0457
24.5736	0194	-0.0104	0.0457
24.7840	0195	-0.0104	0.0457
24.9046	0196	-0.0104	0.0457
25.0739	0197	0.0210	0.0124
25.2412	0198	0.0210	0.0138
25.4198	0199	0.0210	0.0138
25.5666	0200	0.0210	0.0138
