dt(cam)	frame	LO	AO
0.0000	0000	0.1242	0.0000
0.0018	0001	0.1242	0.0000
0.0131	0002	0.1249	0.0000
0.0346	0003	0.1249	0.0000
0.0354	0004	0.1249	0.0000
0.0393	0005	0.1249	0.0000
0.0412	0006	0.1249	0.0000
0.0568	0007	0.1249	0.0000
0.0572	0008	0.1249	0.0000
0.0599	0009	0.1249	0.0000
0.0636	0010	0.1249	0.0000
0.0684	0011	0.1249	0.0000
0.1114	0012	0.1249	0.0000
0.1181	0013	0.1249	0.0000
0.1204	0014	0.1249	0.0000
0.1212	0015	0.1249	0.0000
0.1221	0016	0.1249	0.0000
0.1285	0017	0.1249	0.0000
0.1727	0018	0.1249	0.0000
0.1870	0019	0.1249	0.0000
0.1952	0020	0.1249	0.0000
0.2011	0021	0.1247	0.0000
0.2048	0022	0.1247	0.0000
0.2233	0023	0.1247	-2.2613
0.2246	0024	0.1247	-1.4691
0.2258	0025	0.1247	-1.4691
0.2262	0026	0.1247	0.0814
0.2277	0027	0.1247	0.0814
0.2363	0028	0.1247	0.0814
0.2433	0029	0.1247	0.0814
0.2470	0030	0.1247	0.0814
0.2715	0031	0.1247	0.0814
0.2722	0032	0.1247	0.0814
0.2725	0033	0.1247	0.0814
0.2768	0034	0.1247	0.0814
0.2774	0035	0.1247	0.0814
0.2829	0036	0.1247	0.0814
0.2839	0037	0.1247	0.0814
0.2841	0038	0.1247	0.0814
0.2843	0039	0.1247	0.0814
0.2850	0040	0.1247	0.0814
0.2856	0041	0.1247	0.0814
0.2860	0042	0.1247	0.0814
0.2871	0043	0.1247	0.0814
0.2882	0044	0.1247	0.0814
0.2903	0045	0.1247	-2.2613
0.2913	0046	0.1247	-2.2613
0.2923	0047	0.1247	-2.2613
0.2928	0048	0.1247	-2.2613
0.2941	0049	0.1247	-2.2613
0.2975	0050	0.1247	-2.2613
0.2992	0051	0.1247	-2.2613
0.3003	0052	0.1247	-2.2613
0.3058	0053	0.1247	-2.2613
0.3121	0054	0.1247	-2.2613
0.3123	0055	0.1247	-2.2613
0.3129	0056	0.1247	-2.2613
0.3131	0057	0.1247	-2.2613
0.3132	0058	0.1247	-2.2613
0.3134	0059	0.1247	-2.2613
0.3137	0060	0.1247	-2.2613
0.3139	0061	0.1247	-2.2613
0.3141	0062	0.1247	-2.2613
0.3142	0063	0.1247	-2.2613
0.3346	0064	0.1247	-2.2613
0.4620	0065	0.1247	-2.2613
0.6297	0066	0.1247	-2.2613
0.8175	0067	0.1247	-2.2613
0.9679	0068	0.1237	2.9320
1.1482	0069	0.1237	2.9320
1.3083	0070	0.1237	2.9320
1.4645	0071	0.1237	2.9320
1.6281	0072	0.1237	2.9320
1.8152	0073	0.1237	2.9320
1.9594	0074	0.1237	2.9320
2.1429	0075	0.1224	2.5615
2.2962	0076	0.1224	2.5615
2.4755	0077	0.1224	2.5615
2.6271	0078	0.1224	2.5615
2.7945	0079	0.1224	2.5615
2.9860	0080	0.1224	2.5615
3.1314	0081	0.1224	2.8610
3.2930	0082	0.1224	2.8610
3.4600	0083	0.1224	2.8610
3.6275	0084	0.1224	2.8610
3.7949	0085	0.1224	2.8610
3.9786	0086	0.1226	1.6785
4.1266	0087	0.1226	1.6785
4.2935	0088	0.1226	1.6785
4.4598	0089	0.1226	1.6785
4.6411	0090	0.1226	1.6785
4.8091	0091	0.1226	1.6785
4.9607	0092	0.1226	1.6785
5.1310	0093	0.1201	0.5310
5.2927	0094	0.1201	0.5310
5.4593	0095	0.1201	0.5310
5.6285	0096	0.1201	0.5310
5.7928	0097	0.1201	0.5310
5.9593	0098	0.1261	-1.3755
6.1519	0099	0.1261	-1.3755
6.3125	0100	0.1261	-1.8263
6.4687	0101	0.1261	-1.8263
6.6253	0102	0.1261	-1.8263
6.7960	0103	0.1261	-1.8263
