dt(cam)	frame	LO	AO
0.0000	0000	1.7782	-3.1013
0.0278	0001	1.7782	-3.1013
0.0380	0002	1.7782	-3.1013
0.0488	0003	1.7782	-3.1013
0.0612	0004	1.7782	-3.1013
0.0689	0005	1.7782	-3.1013
0.1918	0006	1.7782	-3.1012
0.3483	0007	1.7782	-3.1013
0.5272	0008	1.7807	-3.1013
0.7275	0009	1.7807	-3.1012
0.8809	0010	1.7807	-3.1012
1.0130	0011	1.7807	-3.1011
1.1787	0012	1.7807	-3.1011
1.3441	0013	1.7807	-3.1010
1.5241	0014	1.7786	-3.1010
1.6731	0015	1.7786	-3.1009
1.8418	0016	1.7786	-3.1009
2.0433	0017	1.7786	-3.1008
2.1714	0018	1.7786	-3.1007
2.3408	0019	1.7786	-3.1007
2.5508	0020	1.7818	-3.1006
2.6672	0021	1.7818	-3.1005
2.8351	0022	1.7818	-3.1004
2.9969	0023	1.7818	-3.1004
3.1679	0024	1.7818	-3.1004
3.3336	0025	1.7818	-3.1002
3.5026	0026	1.7810	-3.1002
3.6626	0027	1.7810	-3.1002
3.8268	0028	1.7810	-3.1002
4.0308	0029	1.7810	-3.1003
4.1603	0030	1.7810	-3.1003
4.3231	0031	1.7810	-3.1003
4.4896	0032	1.7812	-3.1003
4.7062	0033	1.7812	-3.1002
4.8198	0034	1.7812	-3.1002
4.9863	0035	1.7812	-3.1002
5.1512	0036	1.7812	-3.1002
5.3176	0037	1.7812	-3.1003
5.4982	0038	1.7944	-3.1003
5.6585	0039	1.7944	-3.1004
5.8520	0040	1.7944	-3.1003
5.9928	0041	1.7944	-3.1001
6.1477	0042	1.7944	-3.1000
6.3155	0043	1.7944	-3.1001
6.4768	0044	1.7944	-3.0999
6.6851	0045	1.7936	-3.1000
6.8066	0046	1.7936	-3.1001
7.0124	0047	1.7936	-3.1001
7.1403	0048	1.7936	-3.1003
7.3386	0049	1.7936	-3.1004
7.4694	0050	1.7936	-3.1005
7.6400	0051	1.7925	-3.1009
7.8451	0052	1.7925	-3.1009
7.9657	0053	1.7925	-3.1008
8.1357	0054	1.7925	-3.1008
8.3019	0055	1.7925	-3.1006
8.4667	0056	1.7925	-3.1005
8.6322	0057	1.7920	-3.1002
8.8319	0058	1.7920	-3.1004
8.9585	0059	1.7920	-3.1005
9.1477	0060	1.7920	-3.1006
9.2921	0061	1.7920	-3.1006
9.4599	0062	1.7920	-3.1006
9.6231	0063	1.7905	-3.1006
9.7870	0064	1.7905	-3.1006
9.9518	0065	1.7905	-3.1006
10.1218	0066	1.7905	-3.1006
10.2869	0067	1.7905	-3.1004
10.4494	0068	1.7905	-3.1004
10.6187	0069	1.7896	-3.1005
10.7835	0070	1.7896	-3.1005
10.9484	0071	1.7896	-3.1004
11.1592	0072	1.7896	-3.1003
11.2772	0073	1.7896	-3.1003
11.4448	0074	1.7896	-3.1002
11.6085	0075	1.5912	-3.1002
11.7785	0076	1.5912	-3.1002
11.9404	0077	1.5912	-3.0978
12.1104	0078	1.5912	-3.0980
12.2722	0079	1.5912	-3.0993
12.4858	0080	1.5912	-3.1003
12.6060	0081	1.5912	-3.1011
12.8004	0082	1.5912	-3.1034
12.9400	0083	1.5912	-3.1050
13.1081	0084	1.5912	-3.1076
13.2745	0085	1.1405	-3.1100
13.4372	0086	1.1405	-3.1141
13.6409	0087	0.6370	-3.1162
13.7688	0088	0.6370	-3.1187
13.9355	0089	0.6370	-3.1204
14.1062	0090	0.6370	-3.1236
14.2707	0091	0.6370	-3.1271
14.4352	0092	0.6370	-3.1279
14.6020	0093	0.3049	-3.1302
14.7691	0094	0.3049	-3.1338
14.9360	0095	0.3049	-3.1348
15.1071	0096	0.3049	-3.1201
15.2690	0097	0.3049	-3.1024
15.4367	0098	0.3049	-3.0723
15.6216	0099	0.0064	-3.0420
15.7910	0100	0.0064	-3.0227
15.9373	0101	0.0064	-3.0232
16.1087	0102	0.0064	-3.0235
16.2692	0103	0.0064	-3.0263
16.4367	0104	0.0064	-3.0273
16.6048	0105	0.0028	-3.0290
16.7689	0106	0.0028	-3.0310
16.9384	0107	0.0028	-3.0320
17.1030	0108	0.0028	-3.0327
17.2716	0109	0.0028	-3.0332
17.4389	0110	0.0028	-3.0349
17.6022	0111	0.0057	-3.0359
17.7691	0112	0.0057	-3.0372
17.9361	0113	0.0057	-3.0383
18.1063	0114	0.0057	-3.0409
18.2700	0115	0.0057	-3.0442
18.4356	0116	0.0057	-3.0460
18.6023	0117	-0.0218	-3.0473
18.7853	0118	-0.0218	-3.0503
18.9380	0119	-0.0218	-3.0507
19.1102	0120	-0.0218	-3.0531
19.2899	0121	-0.0218	-3.0549
19.4355	0122	-0.0218	-3.0558
19.6187	0123	-0.0238	-3.0574
19.7698	0124	-0.0238	-3.0589
19.9626	0125	-0.0238	-3.0612
20.1058	0126	-0.0238	-3.0628
20.2715	0127	-0.0238	-3.0650
20.4373	0128	-0.0238	-3.0659
20.6028	0129	-0.0184	-3.0682
20.7692	0130	-0.0184	-3.0708
20.9368	0131	-0.0184	-3.0726
21.1197	0132	-0.0184	-3.0757
21.2957	0133	-0.0184	-3.0773
21.4357	0134	-0.0184	-3.0789
21.6032	0135	-0.0126	-3.0792
21.7704	0136	-0.0126	-3.0649
21.9374	0137	-0.0126	-3.0446
22.1081	0138	-0.0126	-3.0305
22.2693	0139	-0.0126	-3.0287
22.4364	0140	-0.0126	-3.0282
22.6029	0141	-0.0002	-3.0307
22.7703	0142	-0.0002	-3.0332
22.9383	0143	-0.0002	-3.0349
23.1072	0144	-0.0002	-3.0364
23.2700	0145	-0.0002	-3.0383
23.4367	0146	-0.0002	-3.0396
23.6054	0147	-0.0144	-3.0416
23.7704	0148	-0.0144	-3.0446
23.9378	0149	-0.0144	-3.0460
24.1046	0150	-0.0144	-3.0468
24.2745	0151	-0.0144	-3.0475
24.4400	0152	-0.0144	-3.0497
24.5261	0153	-0.0514	-3.0506
24.7276	0154	-0.0514	-3.0516
