dt(cam)	frame	LO	AO
0.0000	0000	0.0436	0.0000
1.0255	0001	0.0464	0.0000
2.0376	0002	0.0445	0.0000
3.0042	0003	0.0494	0.0000
4.0158	0004	0.0505	0.0000
5.0046	0005	0.0504	0.0000
6.0091	0006	0.0548	0.0000
7.2694	0007	0.0536	0.0000
8.0226	0008	0.0516	0.0000
9.1124	0009	0.0518	0.0000
9.9995	0009	0.0538	0.0000
11.0375	0011	0.0596	0.0000
11.9965	0011	0.0629	0.0000
12.9977	0012	0.0493	0.0000
14.0021	0014	0.0507	0.0000
14.9957	0014	0.0553	0.0000
15.9951	0015	0.0538	0.0000
16.9952	0016	0.0596	0.0000
17.9955	0017	0.0588	0.0000
19.0308	0019	0.0608	0.0000
19.9950	0019	0.0524	0.0000
20.9955	0020	0.0577	0.0000
21.9967	0021	0.0621	0.0000
22.9956	0022	0.0658	0.0000
23.9982	0023	0.0670	0.0000
25.0056	0025	0.0659	0.0000
25.9959	0025	0.0715	0.0000
26.9961	0026	0.0602	0.0000
27.9953	0027	0.0661	0.0000
29.0150	0029	0.0495	0.0000
29.9958	0029	0.0444	0.0000
31.0960	0031	0.0322	0.0000
32.0088	0032	0.0399	0.0000
33.0764	0033	0.0461	0.0000
33.9990	0033	0.0406	0.0000
35.0664	0035	0.0436	-0.8185
35.9957	0035	0.0419	0.0653
37.0382	0037	0.0357	0.0629
37.9958	0037	0.0299	0.0622
38.9956	0038	0.0221	0.0597
39.9958	0039	0.0106	0.0575
40.9958	0040	0.0081	0.0576
41.9964	0041	0.0061	0.0572
42.9969	0042	0.0003	0.0568
43.9963	0043	0.0099	0.0560
44.9962	0044	0.0080	0.0568
45.9964	0045	0.0070	0.0561
46.9966	0046	0.0020	0.0551
47.9968	0047	0.0031	0.0535
48.9964	0048	0.0025	0.0562
49.9967	0049	0.0103	0.0559
50.9960	0050	0.0031	0.0552
51.9962	0051	0.0025	0.0583
52.9968	0052	0.0019	0.0602
53.9961	0053	0.0038	0.0607
54.9966	0054	0.0056	0.0609
55.9969	0055	0.0044	0.0614
56.9973	0056	0.0078	0.0614
58.0076	0058	0.0113	0.0618
