dt(cam)	frame	LO	AO
0.0000	0000	0.1436	0.0000
0.0217	0001	0.1436	0.0000
0.0391	0002	0.1436	0.0000
0.0394	0003	0.1436	0.0000
0.0396	0004	0.1436	0.0000
0.0561	0005	0.1436	0.0000
0.0588	0006	0.1436	0.0000
0.0656	0007	0.1436	0.0000
0.0920	0008	0.1436	0.0000
0.1013	0009	0.1436	0.0000
0.1028	0010	0.1436	0.0000
0.1271	0011	0.1436	1.0685
0.1307	0012	0.1436	1.0685
0.1312	0013	0.1436	1.0685
0.1324	0014	0.1436	1.0685
0.1334	0015	0.1436	1.0685
0.1340	0016	0.1436	1.0685
0.1349	0017	0.1436	1.0685
0.1368	0018	0.1436	1.0685
0.1393	0019	0.1436	1.0685
0.1418	0020	0.1436	1.0685
0.1466	0021	0.1436	1.0685
0.1534	0022	0.1436	1.0685
0.1543	0023	0.1436	1.0685
0.1556	0024	0.1436	1.0685
0.1575	0025	0.1436	1.0685
0.1591	0026	0.1436	1.0685
0.1809	0027	0.1436	1.0685
0.1820	0028	0.1436	1.0685
0.1830	0029	0.1436	1.0685
0.1839	0030	0.1436	1.0685
0.1847	0031	0.1436	1.0685
0.1876	0032	0.1436	1.0685
0.2140	0033	0.1436	1.0685
0.2322	0034	0.1436	1.0685
0.2347	0035	0.1436	1.0685
0.2368	0036	0.1436	1.0685
0.2472	0037	0.1436	1.0685
0.2483	0038	0.1436	1.0685
0.2513	0039	0.1436	1.0685
0.2524	0040	0.1436	1.0685
0.2535	0041	0.1436	1.0685
0.2616	0042	0.1436	1.0685
0.2618	0043	0.1436	1.0685
0.2669	0044	0.1436	1.0685
0.2675	0045	0.1436	1.0685
0.2698	0046	0.1436	1.0685
0.2710	0047	0.1436	1.0685
0.5182	0050	0.1464	1.0684
0.6703	0051	0.1464	1.0684
0.8400	0052	0.1464	1.0684
0.9954	0053	0.1464	1.0684
1.1658	0054	0.1464	1.0684
1.3339	0055	0.1464	1.0684
1.5169	0056	0.1464	1.0684
1.6621	0057	0.1444	1.0681
1.8286	0058	0.1444	1.0681
2.0199	0059	0.1444	1.0681
2.1613	0060	0.1444	1.0681
2.3519	0061	0.1444	1.0681
2.5230	0062	0.1497	1.0682
2.6603	0063	0.1497	1.0682
2.8274	0064	0.1497	1.0682
3.0065	0065	0.1497	1.0682
3.1610	0066	0.1497	1.0682
3.3471	0067	0.1497	1.0682
3.4941	0068	0.1497	1.0682
3.6800	0069	0.1506	1.0680
3.8377	0070	0.1506	1.0680
3.9939	0071	0.1506	1.0680
4.1607	0072	0.1506	1.0680
4.3277	0073	0.1506	1.0680
4.4950	0074	0.1506	1.0680
4.6651	0075	0.1507	1.0686
4.8269	0076	0.1507	1.0686
4.9937	0077	0.1507	1.0686
5.1603	0078	0.1507	1.0686
5.3280	0079	0.1507	1.0686
5.4961	0080	0.1507	1.0686
5.6603	0081	0.1551	1.0690
5.8273	0082	0.1551	1.0690
5.9940	0083	0.1551	1.0690
6.1618	0084	0.1551	1.0690
6.3274	0085	0.1551	1.0690
6.4968	0086	0.1551	1.0690
6.6607	0087	0.1539	1.0694
6.8280	0088	0.1539	1.0694
6.9973	0089	0.1539	1.0694
7.1607	0090	0.1539	1.0694
7.3283	0091	0.1539	1.0694
7.5017	0092	0.1539	1.0694
7.6612	0093	0.1520	1.0695
7.8516	0094	0.1520	1.0695
8.0132	0095	0.1520	1.0695
8.1607	0096	0.1520	1.0695
8.3282	0097	0.1520	1.0695
8.5153	0098	0.1520	1.0695
8.6635	0099	0.1520	1.0695
8.8305	0100	0.1520	1.0695
9.0093	0101	0.1521	1.0699
9.1608	0102	0.1521	1.0699
9.3509	0103	0.1521	1.0699
9.4971	0104	0.1521	1.0699
9.5860	0105	0.1540	1.0699
9.7555	0106	0.1540	1.0699
9.9233	0107	0.1540	1.0699
10.1024	0108	0.1540	1.0699
10.2916	0109	0.1540	1.0699
10.4100	0110	0.1540	1.0699
10.5757	0111	0.1599	1.0707
10.7437	0112	0.1599	1.0707
10.9487	0113	0.1599	1.0707
11.1166	0114	0.1599	1.0707
11.2381	0115	0.1599	1.0707
11.4041	0116	0.1599	1.0707
11.6105	0117	0.1632	1.0711
11.7394	0118	0.1632	1.0711
11.9527	0119	0.1632	1.0711
12.0670	0120	0.1632	1.0711
12.2342	0121	0.1632	1.0711
